"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.origin","Input.sent_id","Input.method","Input.original_sentence","Input.simplified_sentence","Answer.grammar_original","Answer.grammar_simplified","Answer.meaning_preservation","Answer.simplicity","Approve","Reject"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","378XPAWRUEBF5ZWCKBKI3CEK02HIAB","A3NDLCR8UM6KHB","Rejected","Fri Apr 24 13:29:18 PDT 2020","Fri Apr 24 13:29:53 PDT 2020","Mon Apr 27 13:29:53 PDT 2020","","Sat Apr 25 10:37:57 PDT 2020","no quality answers","35","0% (0/14)","0% (0/14)","0% (0/14)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","4","3","4","0"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","37W3JXSD686Y2CEKPY2D7P5ZHXOWYX","A39VVWV1GHLMFD","Rejected","Thu Apr 23 10:06:18 PDT 2020","Thu Apr 23 10:06:37 PDT 2020","Sun Apr 26 10:06:37 PDT 2020","","Fri Apr 24 12:39:28 PDT 2020","no quality answers","19","0% (0/33)","0% (0/33)","0% (0/33)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","5","4","4","1"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","39K0FND3AJD11IM35QIAV5L1HGNAMF","A230QBHC8Z33SE","Rejected","Sat Apr 25 10:38:16 PDT 2020","Sat Apr 25 10:39:08 PDT 2020","Tue Apr 28 10:39:08 PDT 2020","","Sat Apr 25 11:04:03 PDT 2020","no quality answers","52","0% (0/1)","0% (0/1)","0% (0/1)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","3","4","2","1"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","3EWIJTFFVQ57OHW8WQXYTR4FYG4E0Y","A18K1HNY9IGEQI","Approved","Thu Apr 23 10:02:28 PDT 2020","Thu Apr 23 10:03:02 PDT 2020","Sun Apr 26 10:03:02 PDT 2020","Fri Apr 24 02:38:13 PDT 2020","","","34","100% (8/8)","100% (8/8)","100% (8/8)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","5","2","4","-1"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","3R5F3LQFV4IQ2TFNUYDM421FL1DZOO","A36SZAY64PYJT0","Approved","Sat Apr 25 11:07:35 PDT 2020","Sat Apr 25 11:08:23 PDT 2020","Tue Apr 28 11:08:23 PDT 2020","Sat Apr 25 11:09:48 PDT 2020","","","48","100% (1/1)","100% (1/1)","100% (1/1)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","4","2","4","0"
"3CRWSLD91L2NH2IAP7IQ8G9KEO6OMI","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","6","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","3X0H8UUIT3M16Q2BQSAOP3HY0CSSWF","A2CK0OXMPOR9LE","Approved","Thu Apr 23 10:06:11 PDT 2020","Thu Apr 23 10:07:58 PDT 2020","Sun Apr 26 10:07:58 PDT 2020","Fri Apr 24 05:18:59 PDT 2020","","","107","100% (112/112)","100% (32/32)","100% (32/32)","wiki_auto","3064","CHV","Approximately half are [stillborn], and an additional one-third die within 24 hours.","Approximately half are [stillbirth], and an additional one-third die within 24 hours.","5","4","5","-1"
"3RZS0FBRWL8STGIKRI1RUK9YUFYCP5","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","5","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","32Z9ZLUT1NI4B8FTOC7F4VXAP65OHM","A3NDLCR8UM6KHB","Rejected","Fri Apr 24 13:26:50 PDT 2020","Fri Apr 24 13:27:40 PDT 2020","Mon Apr 27 13:27:40 PDT 2020","","Sat Apr 25 10:37:58 PDT 2020","no quality answers","50","0% (0/14)","0% (0/14)","0% (0/14)","House","35422","MLM","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [pain] through an expensive and painful test.","3","3","3","0"
"3RZS0FBRWL8STGIKRI1RUK9YUFYCP5","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","5","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","37FMASSAYEPKO914QPKEYNYQIPPIB3","A25JJLPAUNQXLX","Approved","Sat Apr 25 10:48:12 PDT 2020","Sat Apr 25 10:48:27 PDT 2020","Tue Apr 28 10:48:27 PDT 2020","Sat Apr 25 11:07:08 PDT 2020","","","15","100% (14/14)","100% (14/14)","100% (14/14)","House","35422","MLM","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [pain] through an expensive and painful test.","3","3","4","1"
"3RZS0FBRWL8STGIKRI1RUK9YUFYCP5","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","5","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","3DY4FPOOA3MCQM2TLT5NDRTO716RVF","A2CK0OXMPOR9LE","Approved","Thu Apr 23 09:58:31 PDT 2020","Thu Apr 23 10:00:33 PDT 2020","Sun Apr 26 10:00:33 PDT 2020","Fri Apr 24 05:18:59 PDT 2020","","","122","100% (112/112)","100% (32/32)","100% (32/32)","House","35422","MLM","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [pain] through an expensive and painful test.","5","5","4","0"
"3RZS0FBRWL8STGIKRI1RUK9YUFYCP5","3CU3NNU958J9Z0IB2AVNKN6ZCZVJL3","Rate automatically simplified medical terms in sentences","Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary","$0.05","Thu Apr 23 09:57:06 PDT 2020","5","BatchId:4006955;OriginalHitTemplateId:920937336;","600","259200","Thu Apr 30 09:57:06 PDT 2020","","","3F0BG9B9MRLJCXDJHQU1F96IO6F7Y6","A1YX4D517MM5M3","Approved","Thu Apr 23 10:00:15 PDT 2020","Thu Apr 23 10:00:25 PDT 2020","Sun Apr 26 10:00:25 PDT 2020","Fri Apr 24 04:57:26 PDT 2020","","","10","100% (31/31)","100% (31/31)","100% (31/31)","House","35422","MLM","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [pain] through an expensive and painful test.","3","3","3","1"
